inserm_concat,NCT Number,Title_first,Acronym_first,Status_first,Study Results_first,Conditions_first,Interventions_first,Outcome Measures_first,Sponsor/Collaborators_first,Gender_first,Age_first,Phases_first,Enrollment_first,Funded Bys_first,Study Type_first,Study Designs_first,Other IDs_first,Start Date_first,Primary Completion Date_first,Completion Date_first,First Posted_first,Results First Posted_first,Last Update Posted_first,Locations_first,Study Documents_first,URL_first,nct,pmids
oui,NCT01688453,Overweight Management and Social Inequalities,PRALIMAP-INES,Completed,No Results Available,Overweight,Behavioral: Standard care management|Behavioral: The strengthened care management,Change in Body Mass Index from to baseline to 1 and 2 years|Change in overweight and obesity status according to IOTF norms|Change in BMI Z score from baseline to one and two years|Change in waist circumference|change in eating attitude score from baseline to 1 and 2 years|Change in anxiety and depression scores from baseline to 1 and 2 years,"Institut National de la Santé Et de la Recherche Médicale, France",All,13 Years to 17 Years   (Child),Not Applicable,1689,Other,Interventional,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,C11-46,April 2012,November 2015,November 2015,"September 19, 2012",,"August 26, 2021","School, Vosges, France",,https://ClinicalTrials.gov/show/NCT01688453,NCT01688453,35272723;34087324;32097754;29934380;29776897;29696179
oui,NCT01689181,Apathy in Schizophrenia,,Unknown status,No Results Available,Schizophrenia|Apathy,,apathy as measured by Starkstein's Apathy Evaluation Scale|neuropsychological performance|clinical assessment (for patients only)|volumetric brain abnormalities,"Institut National de la Santé Et de la Recherche Médicale, France",All,20 Years to 55 Years   (Adult),,60,Other,Observational,Observational Model: Case-Control|Time Perspective: Cross-Sectional,C11-39|2011-A01610-41,June 2012,June 2013,September 2013,"September 21, 2012",,"September 21, 2012","INSERM MEDU 945, Centre de Recherche-Institut du Cerveau et de la Moelle (CR-ICM), Hôpital de la Pitié Salpétrière, Paris, France",,https://ClinicalTrials.gov/show/NCT01689181,NCT01689181,
oui,NCT01693835,"""Cancersensor"": Circadian Rhythms",,Completed,No Results Available,Metastatic Colorectal Cancer,,Circadian rhythms in urinary excretion of modified nucleosides,"Institut National de la Sant� Et de la Recherche M�dicale, France",All,"18 Years and older � (Adult, Older Adult)",,32,Other,Observational,Observational Model: Case-Control|Time Perspective: Prospective,C11-42|2012-A00010-43,August 2012,June 2014,June 2014,"September 26, 2012",,"December 7, 2016","Paul Brousse Hospital, Villejuif, France",,https://ClinicalTrials.gov/show/NCT01693835,NCT01693835,
oui,NCT01693848,"""Cancersensor"" Metastasis Resection",,Completed,No Results Available,Metastatic Colorectal Cancer,,Effect of resection of metastasis on urinary excretion of modified nucleosides|Identification of modified nucleosides as biomarkers for colorectal cancer,"Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",,10,Other,Observational,Observational Model: Case-Control|Time Perspective: Prospective,C11-58|2012-A00011-42,September 2012,November 2014,November 2014,"September 26, 2012",,"December 7, 2016","Paul Brousse hospital, Villejuif, France",,https://ClinicalTrials.gov/show/NCT01693848,NCT01693848,
oui,NCT01693861,"""Cancersensor"" Chemotherapy",,Completed,No Results Available,Metastatic Colorectal Cancer,,Effect of chemotherapy on urinary excretion of modified nucleosides,"Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",,16,Other,Observational,Observational Model: Case-Only|Time Perspective: Prospective,C11-59|2012-A00168-35,October 2012,February 2015,February 2015,"September 26, 2012",,"December 7, 2016","Paul Brousse Hospital, Villejuif, France",,https://ClinicalTrials.gov/show/NCT01693861,NCT01693861,
oui,NCT01696708,Utilization of 31P-Nuclear Magnetic Resonance Spectroscopy to Monitor Brain Energy Deficit in Huntington Disease,PRO-MH2,Completed,No Results Available,Huntington Disease,Other: 31-Phosphorus RMN Spectroscopy,Ratio of Inorganic Phosphate (Pi) over phosphocreatine (PCr): Pi/PCr|Correlation between primary outcome measure and clinical parameters|Study of longitudinal changes in Pi/PCr ratio over time.,"Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,50,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,C12-49|2012-A01063-40,"December 6, 2012",November 2015,November 2015,"October 1, 2012",,"March 9, 2017","Brain and Spine Institute (ICM), Paris, France",,https://ClinicalTrials.gov/show/NCT01696708,NCT01696708,25568297
oui,NCT01698411,Study of the Influence of Sleep on Hemodynamic Parameters in Patients With Sleep Disorders,HATS,Completed,No Results Available,Hypertension|Sleep|Insomnia,,hypertension|hemodynamic measures,"Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years to 100 Years   (Adult, Older Adult)",,90,Other,Observational,Observational Model: Cohort|Time Perspective: Other,C11-57|2012-A00825-38,October 2012,February 2015,February 2015,"October 3, 2012",,"August 26, 2021","centre du sommeil et de la vigilance, Hotel Dieu, Paris, France",,https://ClinicalTrials.gov/show/NCT01698411,NCT01698411,
oui,NCT01699893,Genetic & Environmental Determinants Of Immune Phenotype Variance: Establishing A Path Towards Personalized Medicine,LabExMI,Completed,No Results Available,Individuality,Other: unique arm,Measurement of cytokine/chemokine stimulated by 40 pattern-recognition receptors agonists (PRR agonists) or immune stimulators.|Determination of genotype-to-phenotype associations at a mechanistic level,Institut Pasteur,All,"20 Years to 69 Years � (Adult, Older Adult)",Not Applicable,1012,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,2012-A00238-35,September 2012,August 2013,August 2013,"October 4, 2012",,"May 29, 2015","BIOTRIAL, Rennes, France",,https://ClinicalTrials.gov/show/NCT01699893,NCT01699893,31519223;31051503;30053915
oui,NCT01703962,Non Invasive IDentification of Gliomas With IDH1 Mutation,IDASPE,Completed,No Results Available,Non Invasive Diagnosis of Glioma,,,"Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years to 65 Years   (Adult, Older Adult)",,6,Other,Observational,Observational Model: Case-Control|Time Perspective: Prospective,C11-28|2011-A01356-35,"March 14, 2012",March 2014,"March 20, 2014","October 11, 2012",,"August 26, 2021","GH Pitié-Salpêtrière, 47 Bd de l'Hopital,, Paris, Sélectionner..., France",,https://ClinicalTrials.gov/show/NCT01703962,NCT01703962,
oui,NCT01707602,Routes of Immunization and Flu Immune Responses,FLUWAY,Completed,No Results Available,Influenza,Biological: INTANZA® 15|Biological: Vaxigrip®|Biological: INTANZA® 15 T,CD8 T cell responses|Safety|Haemagglutination Inhibition|CD4 T cell responses|Memory CD8 and CD4 T cell responses|Inflammation,"Assistance Publique - Hôpitaux de Paris|Institut National de la Santé Et de la Recherche Médicale, France",All,18 Years to 45 Years   (Adult),Phase 1|Phase 2,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label),P120201|2012-001967-55,October 2012,December 2012,April 2013,"October 16, 2012",,"August 5, 2013","GH Cochin - Broca - Hôtel-Dieu CIC BT505, PARIS Cedex 14, France",,https://ClinicalTrials.gov/show/NCT01707602,NCT01707602,30843873
oui,NCT01713335,Proteasis Evaluation in COPD,Pro-BPCO,Completed,No Results Available,Chronic Obstructive Pulmonary Disease,,Kallikrein level in sputum by ELISA|Comparison between kallikrein level and clinical or functionnal parameters,"Institut National de la Santé Et de la Recherche Médicale, France",All,"50 Years to 75 Years   (Adult, Older Adult)",,134,Other,Observational,Observational Model: Other|Time Perspective: Prospective,C11-56|2012-A00885-38,"October 18, 2012",April 2017,April 2017,"October 24, 2012",,"August 26, 2021","CHRU Tours, Tours, France",,https://ClinicalTrials.gov/show/NCT01713335,NCT01713335,
oui,NCT01715623,Polymorphism of the IgH Locus Regulatory Region as a Prognostic Factor During Immune Pathologies.,PRIERR,Completed,No Results Available,Healthy Volunteers|Children With HSP|Subject With Allergy|Lymphoma,Biological: a blood sample,the percentage of allele B,"University Hospital, Limoges|Institut National de la Santé Et de la Recherche Médicale, France|Direction Générale de la Santé, France",All,"4 Years and older   (Child, Adult, Older Adult)",,486,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,I12002 PRIERR,October 2012,April 2013,"December 16, 2014","October 29, 2012",,"January 22, 2019","Clinical Investigation Center, Limoges, France|Nephrology, Limoges, France|Pediatric, Limoges, France|Pneumology, Limoges, France",,https://ClinicalTrials.gov/show/NCT01715623,NCT01715623,
oui,NCT01716819,Role of the Renin Angiotensin Aldosterone System in the Mechanisms of Transition to Heart Failure in Abdominal Obesity,R2C2-II,Completed,No Results Available,"Obesity, Abdominal",Other: Urine sample|Other: Blood sample|Other: Assessment of sleep apnea syndrome|Other: Electrocardiogram|Other: Glucose tolerance test|Other: Echocardiography|Other: cardiac and abdominal magnetic resonance imaging|Other: Ambulatory blood pressure monitoring|Other: Echotracking|Other: Pulse wave velocity|Other: Composition of body mass by Dual x-ray absorptiometry,cardiac extracellular matrix remodelling|Cardiac and arterial phenotype,"Central Hospital, Nancy, France",All,"43 Years to 72 Years � (Adult, Older Adult)",Not Applicable,101,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label),2012-A00574-39,November 2012,March 2015,March 2015,"October 30, 2012",,"August 24, 2015","CIC-P - INSERM - Institut Lorrain du C�ur et des vaisseaux, Vandoeuvre L�s Nancy, Meurthe et Moselle, France",,https://ClinicalTrials.gov/show/NCT01716819,NCT01716819,35004914
oui,NCT01720160,BAROSTIM� Hope for Heart Failure Study,HOPE4HF,Unknown status,No Results Available,Heart Failure,Device: BAROSTIM NEO� System|Other: Standard of care medical managment therapy for heart failure,Heart failure metric improvements from baseline|System and procedure related adverse events,"CVRx, Inc.",All,"21 Years and older � (Adult, Older Adult)",Not Applicable,98,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,360032-001,November 2012,May 2015,March 2021,"November 2, 2012",,"May 14, 2019","Southwest Cardiovascular Associates, Mesa, Arizona, United States|Arizona Heart Rhythm Research Center, Phoenix, Arizona, United States|University of Southern California, Los Angeles, California, United States|George Washington University, Washington, District of Columbia, United States|ACRC - Cardiology, Atlantis, Florida, United States|AdventHealth Orlando, Orlando, Florida, United States|Tampa General Hospital, Tampa, Florida, United States|Piedmont Heart Institute, Atlanta, Georgia, United States|Advocate Medical Group, Naperville, Illinois, United States|Cardiovascular Institute of the South, Houma, Louisiana, United States|St Elizabeth's Medical Center, Brighton, Massachusetts, United States|Mid-Michigan Medical Center Midland, Midland, Michigan, United States|Cardiac & Vascular Research Center of Northern Michigan, Petoskey, Michigan, United States|University of Mississippi Medical Center, Jackson, Mississippi, United States|University Medical Center of Southern Nevada, Las Vegas, Nevada, United States|Hackensack University Medical Center, Hackensack, New Jersey, United States|The Ohio State University, Columbus, Ohio, United States|Oklahoma Cardiovascular Research Group, Oklahoma City, Oklahoma, United States|Drexel University College of Medicine, Philadelphia, Pennsylvania, United States|Allegheny General Hospital, Pittsburgh, Pennsylvania, United States|Lonestar Heart Center, Amarillo, Texas, United States|Wheaton Franciscan Healthcare, Milwaukee, Wisconsin, United States|Aspirus Heart & Vascular Institute, Wausau, Wisconsin, United States",,https://ClinicalTrials.gov/show/NCT01720160,NCT01720160,29705650;26011593;25982108
oui,NCT01722617,A Study to Validate Questionnaires FLARE and OM-RA-FLARE Measuring Disease Flares in Patients With Rheumatoid Arthritis.,FLARE,Completed,No Results Available,"Arthritis, Rheumatoid",Other: Questionnaire,The validity of the questionnaire FLARE.|The discriminating power of the instrument FLARE.|The feasibility of the questionnaire FLARE,"Central Hospital, Nancy, France|Centre Hospitalier Universitaire de Besancon|Centre Hospitalier R�gional et Universitaire de Brest|Centre Hospitalier Universitaire Dijon|University Hospital, Grenoble|University Hospital Center of Martinique|University Hospital, Montpellier|Nantes University Hospital|Bichat Hospital|Groupe Hospitalier Pitie-Salpetriere|Poitiers University Hospital|University Hospital, Rouen|University Hospital, Toulouse",All,"18 Years and older � (Adult, Older Adult)",Not Applicable,207,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label),2011-A01349-32,March 2012,June 2014,June 2014,"November 7, 2012",,"September 23, 2015","Service de Rhumatologie, CHU H�pital G�n�ral, Dijon, Bourgogne, France|Service de Rhumatologie, CHU La Cavale Blanche, Brest, Bretagne, France|Service de Rhumatologie, CHRU H�tel Dieu, Nantes, Bretagne, France|Service de Rhumatologie, CHU Jean Minjoz, Besan�on, Franche-Comt�, France|Service de Rhumatologie, CHU Fort de France, Fort de France, La Martinique, France|Service de Rhumatologie, H�pitaux de Rouen, Rouen, Normandie, France|Service de Rhumatologie, CHU - H�pital Sud A. Michallon, Grenoble, Rh�ne-Alpes, France|Service de Rhumatologie, CHU Conception, Marseille, France|F�d�ration de Rhumatologie, CHU Lapeyronie, Montpellier, France|Service de Rhumatologie, APHP - CHU Bichat, Paris, France|Service de Rhumatologie, APHP - GH Piti� Salp�tri�re, Paris, France|Service de Rhumatologie, CHU de Poitiers, Poitiers, France|Service de Rhumatologie, H�pital Larey, Toulouse, France",,https://ClinicalTrials.gov/show/NCT01722617,NCT01722617,27636400
oui,NCT01723631,Analyze the Myelin-TRAP as Diagnostic Tool in Multiple Sclerosis,TRAP-Myéline,Terminated,No Results Available,Multiple Sclerosis,Device: Trap Myelin Test,Evaluate the diagnostic performance of myelin-TRAP assay for Multiple Sclerosis|Determine the best cut-off rate of myelin-Trap and evaluate the sensitivity and specificity associated,"Nantes University Hospital|Institut National de la Santé Et de la Recherche Médicale, France",Female,18 Years to 55 Years   (Adult),Not Applicable,189,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,BRD/10/06-S|2010-A00892-37,April 2012,December 2014,October 2015,"November 8, 2012",,"May 16, 2017","University Hospital of Bordeaux, Bordeaux, France|Hopital neurologigue Pierre Wertheimer, Bron, France|University Hospital of clermont Ferrand, Clermont Ferrand, France|University Hospital of Lille, Lille, France|University Hospital of Marseille, Marseille, France|University Hospital of Montpellier, Montpellier, France|University Hospital of Nantes, Nantes, France|University Hospital of Nice, Nice, France|University Hospital of Rennes, Rennes, France|University Hospital of Strasbourg, Strasbourg, France|University Hospital of Toulouse, Toulouse, France",,https://ClinicalTrials.gov/show/NCT01723631,NCT01723631,
