statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📕,rouge,résultat et / ou publication posté,NCT00610038,,,2011,Sulfonylureas in Neonatal Diabetes Mellitus With Mutations of 2 Type of Subunits Kir6.2 and SUR1 of the Pancreatic Beta-cell ATP-sensitive K+ Channel.,GLIDKIR6-2,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01500837,,,2011,Treatment of Methicillin-sensitive Staphylococcus Aureus Orthopaedic Infections With Clindamycin in Combination With Rifampin or Levofloxacin: a Randomized Pharmacological and Clinical Study (the CLINDOS Trial),CLINDOS,False,False,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01009606,,,2011,Interest for a Relative of Seeing Himself Proposing to Witness Resuscitation of a Family Member Victim of a Cardiac Arrest,PRESENCE,False,True,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT00987051,,,2011,Validation of the Sentinel Node in Endometrial Cancer,Senti-Endo,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00747981,,,2011,Management and Assessment of Thoracic CT Scan for Diagnosis of Aspirated Foreign Bodies in Children,SICE,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00502190,,,2011,Evaluation Of Pessaries In Twin Pregnancies With A Short Cervix (25 mm) Between 20-28 WG,EPEGE,False,False,False,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00428558,,,2011,A Phase 3 Trial of Systematic Versus Response-adapted Timed-Sequential Induction in Patients With Core Binding Factor (CBF) Acute Myeloid Leukemia (AML),,False,True,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00763620,,,2011,Assessment of the Diagnostic Capacity of a New Sampling Technique for Lower Respiratory Tract Culture for Patients With Acute Infectious Pneumonia Admitted in Intensive Care Unit and Non Intubated.,Mini-LBA,False,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT03025620,,,2011,"Investigation of the Relationship Between Alpha-linolenic Acid and Arterial, Biochemical, Biological Parameters in Older Persons With History of Cardiovascular Events and/or Moderate Cognitive Impairment",,False,False,False,DIETARY_SUPPLEMENT
📘,bleu,pas de résultat ni de publication,NCT00948103,,,2011,Nitrous Oxide (KALINOX®) Inhalation and Tolerance of Intravesical Botulinum Neurotoxin A Injection: a Double-blind Randomized Controlled Study,PROTOTOX,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01095679,,,2011,"Assessment of the Effect of the GABA-B Receptor Agonist, Baclofen, on Hypoxia-induced Periodic Ventilation, in Healthy Subjects",PERIODIBAC,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00728442,,,2011,Impact of the OncoDoc2 Decision Support System on Compliance of Multidisciplinary Staff Meeting Decisions With Clinical Practice Guidelines in the Management of Non-metastatic Breast Cancer.,OncoDoc2,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT00987168,,,2011,Replace Sandostatine® in Three Daily Subcutaneous Injections by a Single Intramuscular Injection of Sandostatine® LP Per Month in Patients With a Diffuse Form of Hyperinsulinism,,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00853177,,,2011,"MEOPA Breathing Analgesia vs Local Anesthesia for Oocyte Retrieval in ART: a Prospective, Randomized Controlled Study",KALOVAL,False,False,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01293019,,,2011,Impact of an Osteopathic Manipulative Treatment on Pain of Adult Patients With Cystic Fibrosis - a Pilot Study,MUCOSTEO,False,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01095705,,,2011,Utility of Hypnosis for Transesophageal Echocardiography,I-SLEPT,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01239199,,,2011,Is the Exhaled Nitric Oxide in Infants a Predictive Marker of Asthma?,NOnourisson,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01022658,,,2011,"Effects of Different Insulin Regimens on Artery Compliance, Endothelium Function and Autonomic Cardiac Function in Patients With Poorly Controlled Type 2 Diabetes: a Pilot Study",INSUVASC,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01113255,,,2011,Validation of a Simulated Clinical Evaluation of Ventilators,SIMULVENTI,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00715000,,,2011,"Prevention of Dehydration in Premature Babies Between 32 and 34+6 Gestational Age, Weighing Between 1700 and 2200 g, During the First Days of Life, Using Oral Rehydration Solution in Alternative to Intravenous Infusion",SROPREMA,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00780793,,,2011,Effect of TNF-blocker Injections Spacing on Rheumatoid Arthritis Inflammatory Activity in Patients in Clinical Remission or Low Disease Activity,STRASS,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00632528,,,2011,"Evaluation of the Efficacy of ""MEOPA"" Used to Obtain Better ROM Immediately After Multilevel Surgery in Children With Spastic Diplegia, Quadriplegia or Hemiplegia.",KINOPA,False,False,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00727922,,,2011,Evaluation of Mangafodipir Protective Activity Against Oxaliplatin Neurotoxicity,MnDPDP-K04,False,True,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00389883,,,2011,Anaesthesia for Supratentorial Tumor Resection : a Double-blind Comparison of Target Plasma Concentration of Propofol-remifentanil and Sevoflurane-sufentanil,,False,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00472173,,,2011,Assessment of a New Apexification Method for Patients Presenting a Non Vital Immature Tooth,APEXMTA,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01153776,,,2011,CT Coronary Angiography for the Detection of Reimplanted Coronary Lesions in Patients Who Had Undergone Arterial Switch Operation for Transposition of the Great Arteries,SCANTGV,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT01043588,,,2011,Transurethral Resection of the Prostate With Photo Selective Vaporization of the Prostate Using the High Powered 532nm Laser Obstructive Benign Prostatic Hyperplasia Management: Focus on Efficiency and Cost-effectiveness,REVAPRO,False,False,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01038622,,,2011,Randomized Directed Immuno Nutrition by L-arginine for Critically Ill Patients,Immunolarg,False,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00718705,,,2011,Reduction of Spontaneous Prematurity: Impact of Antibiotic Treatment (Josamycin) in Case of Positive PCR for Ureaplasma Spp and/or Mycoplasma Hominis in Amniotic Fluid,PREMYC,False,False,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00413361,,,2011,Study of the Reduction of Systemic Lupus Erythematosus Flares Through Adaptation of the Dosage of Hydroxychloroquine to Its Whole-blood Concentration. National Multicenter Randomized Prospective Study,,False,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00307671,,,2011,Treatment of Necrotizing Vasculitides for Patients Older Than 65 Years Comparison of Two Strategies Combining Steroids With or Without Immunosuppressants,CORTAGE,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00748358,,,2011,An Open Label Phase II Study of Oral Treatment With Sunitinib (SUTENT) in Patients Suffering From Hormone Refractory Prostate Cancer After Progression With Docetaxel Based Regimen,PROSUT,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00438087,,,2011,Assessment of Corticosteroid Effect in the Prevention of Facial Palsy After Cerebella-pontine Angle Surgery,,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00797758,,,2011,Assessment of Reduction of Cord Blood Transplantation Toxicity by Using Reduced Intensity Conditioning in Patients With Acute Myeloid Leukemia.,MINICORD,False,False,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT00774462,,,2011,FORCE: Rituximab (CD 20+-B Cell-depleting Monoclonal Antibody) for the Treatment of Refractory Inflammatory Myopathies With Specific Antibodies and Refractory Myasthenia Gravis,FORCE,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00657722,,,2011,Identification Of The Predictive Angiographic And Computed Tomographic (CT) Criteria Of The Success Of The Thromboendarterectomy In Chronic Pulmonary Hypertension,ETHAPE,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT00925847,,,2011,Open Multicenter Study of Lithium in Patients With Amyotrophic Lateral Sclerosis LISLA,LISLA,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00873626,,,2011,"Randomized Controled Multicentric Trial, of Non Inferiority, Comparing Two Durations of Antibiotherapy (5 Days Versus 10 Days) in COMMUNAUTARY Acute Uncomplicated Pyelonephritis.",DTP,False,False,False,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00507975,,,2012,"Assessment of the Effectiveness of Nicotine Replacement Therapies (Nicotine Patches Delivering Nicotine 16 h/24 h) in 400 Pregnant Smokers. Randomized, Placebo-controlled, Multicenter, National Study. The SNIPP.",SNIPP,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00874172,,,2012,"New Analgesic Strategy Combining Nitrous Oxide, Nefopam, Acetaminophen and Morphine Compared to the Usal Antalgic Strategy (Acetaminophen and Morphine) for the Treatment of Acute Sickle Cell Disease Pain in the Emergency Room",DREPANOX,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00777738,,,2012,A Phase IIA Trial Testing the Efficacy of Bortezomib (Velcade(R)) in Patients With Advanced Waldenström Macroglobulinemia,WM2,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT00805077,,,2012,Pulmonary Surgery and Protective Mechanical Ventilation,VPP,False,False,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00748423,,,2012,Bicentric Study of the Effect of Inhaled Nitric Oxide Compared to Placebo in Acute Chest Syndrome of Adult Sickle Cell Patients,INOSTA,False,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01065285,,,2012,"Evaluation of Vaccination Against Influenza (Seasonal and H1N1) in Patients Presenting Systemic or Autoimmune Diseases Treated or Not With Steroids, and/or Immunosuppressant, and/or Biotherapy: an Open, Prospective Trial (MAIVAX)",MAIVAX,False,False,True,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT01577407,,,2012,Non Opioid Treatment for Experimental Dyspnea,Nefopel,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00748111,,,2012,Thrombus and Inflammation in Sudden Cardiac DEath,TIDE,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01353833,,,2012,Dose-effect Relationship of Repeated Administration of Low-dose IL-2 Versus Placebo on the Kinetic of Regulatory T Cells in Patients With Type 1 Diabetes,DF-IL2,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01560689,,,2012,Open-labeled Trial to Evaluate the Therapeutic Effects of Inhaled BUDESONIDE/FORMOTEROL in Bronchiolitis Obliterans After Allogeneic Stem Cell Transplantation,alloforb,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00658398,,,2012,Effect of an Interactive Computer Program to Prevent Alcohol Misuse. A Multicentre Randomized Controlled Trial. The BREVALCO Study.,BREVALCO,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT00847847,,,2012,Neuromuscular Transmission in Amyotrophic Lateral Sclerosis,NETALS,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01439607,,,2012,"Cellular and Molecular Mechanisms Governing Bone Marrow Stem Cells, Macrophages and Plasma Cell Biology in Gaucher Disease.",MGMC,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00950222,,,2012,Impact of Imipenem With Amikacin Pharmacokinetic and Pharmacodynamic,IMPACT,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01707576,,,2012,"SCREENING OF ADOLESCENT MENTAL SUFFERING CONSULTANT TO EMERGENCIES, MANAGEMENT AND Later MONITORING",DESPERADOS,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT00709670,,,2012,ComParative Diagnostic Study Between MSCT and Stress Echography in Patients Presenting With Suspected Acute Coronary Syndrome Without ST Segment Elevation.,PEPSI,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT00715195,,,2012,Evaluation of Improving Quality of Life of Fibromyalgia Patients Treated With a Plurifocal Program : a Controlled Study With 12 Months Monitoring.,Aquavip,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT00839722,,,2012,Fertility After Uterine Artery Embolisation for the Treatment of Leiomyomas,EFU,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00560261,,,2012,Evaluation of the Lung Capillary Blood Volume in Children With Sickle Cell Disease,VOLCADREP,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01022944,,,2012,Prevalence of Mucosal Biofilm Formations in Adenoidectomy Specimens. A Case Control Study,BOLERO,False,False,False,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00948779,,,2012,Therapeutic Education About Intake of Oral Solutions of Antibiotics in Children Under 6 Year-old at the Emergency Department in Robert Debré Hospital,ACHEEN,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT00749242,,,2012,"Prospective Randomized Study Comparing Balloon Kyphoplasty and Conservative Treatment in Acute Traumatic Vertebral Fractures, Types A1, A2, AND A3.1 According to the Magerl Classification (STIC 3)",TRAUMAA1-2-3,False,False,False,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00392847,,,2012,Promoting Parental Skills and Enhancing Attachment in Early Childhood,CAPEDP,False,True,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT00451503,,,2012,Evaluation of Middle Ear Implants in the Therapeutic Strategy of Auditory Rehabilitation in Case of Failure of Conventional Hearing Aid,,False,False,False,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01209247,,,2012,Emergence of Fluoroquinolone Resistance in the Commensal Flora of Patients Receiving Fluoroquinolone Treatment.,FQEMERG,False,True,True,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01499914,,,2012,"Cohort Study Evaluating the Clinical Effectiveness, Safety and Immunogenicity to the Pandemic Influenza Vaccination in Patients With Cystic Fibrosis and, Where Applicable, the Clinical Expression of Influenza A (H1N1)",MUCOFLU,False,True,True,BIOLOGICAL
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00472381,,,2012,Assessment of Continuous Intravenous Insulin Protocol Versus Subcutaneous Insulin in Acute Ischemic Stroke,INSULINFARCT,False,True,True,DRUG
